node1.weight[0],node1.bias[0],node2.weight[0],node2.bias[0],edge1->2.weight[0],edge1->2.bias[0]
0.4934112,1.9981034,0.21157838,1.9442356,0.16018875,-0.10951582
0.5015319,1.99591,0.18560165,1.9860592,0.17794283,-0.13491061
0.48532745,1.9968666,0.23093812,1.8880869,0.15227538,-0.08607398
0.4875846,1.9972949,0.20591936,1.9453163,0.16588262,-0.11613427
0.48563173,1.9987681,0.16899171,2.0114985,0.18848923,-0.15401982
0.49179724,1.9985793,0.1608694,2.0498927,0.1917162,-0.16994946
0.48935258,2.0052137,0.14269319,2.1169322,0.20593873,-0.20618448
0.49438393,1.993124,0.14647698,2.0711002,0.19912547,-0.1809486
0.49360412,1.9975597,0.11056678,2.1038463,0.21120915,-0.19374487
0.4888278,2.0042665,0.13618462,2.1184766,0.20836627,-0.20701134
0.49777701,1.9986728,0.1518348,2.0837574,0.19527012,-0.18302031
0.4867398,2.001837,0.18177786,2.0009575,0.18399346,-0.1481189
0.48757055,1.9963514,0.097807825,2.185396,0.23052138,-0.24502535
0.49163836,1.9976367,0.1173581,2.1288068,0.21426658,-0.21066357
0.48882952,1.9940046,0.17195015,2.0266588,0.18765101,-0.16077502
0.4969262,1.9873458,0.20474444,1.9445047,0.17126809,-0.11911653
0.49221563,1.996371,0.14394009,2.0953662,0.20367995,-0.19510871
0.49119687,1.9962846,0.12858278,2.0567942,0.19993402,-0.1697549
0.49045476,2.0058422,0.19514126,1.9375813,0.17000847,-0.11060906
0.4870333,2.0032194,0.17577578,1.9968296,0.18065149,-0.1407286
0.48441753,1.9972702,0.103101775,2.1424556,0.22265792,-0.22107999
0.4881194,1.9954826,0.042971253,2.2391944,0.24497008,-0.26395
0.48188198,2.0132751,0.2040389,1.9577243,0.16854475,-0.121018544
0.49074438,2.0004435,0.14401387,2.0781221,0.19905698,-0.183792
0.48494077,1.9877418,0.2059549,1.9528861,0.16963138,-0.124052435
0.48762092,1.9924489,0.22124566,1.8916802,0.15891501,-0.09119794
0.49498487,1.9928685,0.16447514,2.058929,0.19223373,-0.17470755
0.50310874,1.999937,0.23688951,1.9182608,0.14874443,-0.09371315
0.49286106,2.0017457,0.13752154,2.1205792,0.20599034,-0.20544675
0.49377006,1.9963397,0.1679742,2.0366533,0.18566073,-0.16047266
0.49021107,1.9968543,0.1381871,2.0706515,0.20285887,-0.18216963
0.49674097,2.0002973,0.105550006,2.1437397,0.21783617,-0.21509983
0.48929045,2.0033743,0.16078755,2.061873,0.19321004,-0.17681637
0.4821821,1.9958038,0.21899882,1.9189708,0.161829,-0.10487928
0.487315,2.0018191,0.16688,2.0207715,0.18840712,-0.15591094
0.4920001,1.992818,0.16465248,2.016616,0.18906704,-0.15448876
0.49029052,1.9895784,0.12823677,2.0858717,0.20843415,-0.19117424
0.49404514,2.0002627,0.16557387,2.0342433,0.1864957,-0.15910496
0.4885008,2.0011501,0.14484614,2.1004665,0.2043722,-0.19859457
0.48927924,1.9987748,0.16292329,2.0246954,0.18833447,-0.1572317
0.49143067,2.0006003,0.13912697,2.062559,0.19975144,-0.17558077
0.4862231,1.9999483,0.17627963,1.9951005,0.18269756,-0.14350054
0.49122685,1.9988995,0.16919763,2.000303,0.18440206,-0.14325511
0.48826838,1.9969996,0.05205013,2.230467,0.2421053,-0.2602009
0.49427468,2.002234,0.18612963,1.9603877,0.17585434,-0.12190941
0.490568,2.00447,0.1088295,2.181442,0.22267503,-0.23820303
0.4824595,1.9909972,0.2292839,1.8796074,0.15403503,-0.084763885
0.49414682,1.9960611,0.10310231,2.1525273,0.21904275,-0.22031851
0.48919088,1.9978987,0.1653175,2.0067115,0.18494672,-0.14630224
0.49790108,2.0107675,0.26447275,1.8294642,0.13177815,-0.045347713
0.48704377,1.9991468,0.14966327,2.0823822,0.20196167,-0.19028994
0.4972695,1.9953007,0.14093322,2.0646534,0.20124432,-0.1772543
0.49974722,2.0032992,0.24489422,1.8629777,0.14555955,-0.06840123
0.48883978,1.9998236,0.17104575,2.0175009,0.1862353,-0.15476657
0.49944782,1.9911753,0.23549277,1.883265,0.15000811,-0.08096478
0.48985794,2.0015826,0.11392118,2.1401596,0.21506159,-0.21558693
0.4831644,1.9959055,0.18162847,1.9892458,0.18305172,-0.14429809
0.48684627,1.9954557,0.20029712,1.9713912,0.17170335,-0.13094899
0.4855852,2.0005276,0.21195827,1.9294492,0.16248837,-0.107955925
0.48753017,2.006292,0.21328455,1.9096363,0.16070953,-0.09634279
0.49094662,1.9995333,0.18885243,2.018344,0.1783263,-0.15134504
0.4923311,1.9985912,0.19078833,1.968303,0.17329524,-0.12514445
0.48683226,2.0015101,0.19672036,1.9614296,0.17125158,-0.12497573
0.4903215,1.9951595,0.17581868,2.0181167,0.1847314,-0.15445393
0.49284515,1.990465,0.2143785,1.9174337,0.16334188,-0.10323654
0.49476463,1.9972062,0.158297,2.0257988,0.1881936,-0.15343921
0.49054807,1.999789,0.097010955,2.1587486,0.22154985,-0.22407639
0.4881035,2.0004735,0.064514786,2.2278824,0.2398934,-0.26040944
0.49563152,1.999537,0.15665315,2.0245652,0.19113408,-0.15606372
0.4903376,2.0002992,0.10919273,2.1424294,0.21620156,-0.21606171
0.48394674,2.0061293,0.1979914,1.9562384,0.17047985,-0.12199611
0.48692423,1.9981328,0.18797877,1.9911115,0.17783551,-0.14182602
0.48530978,1.9933548,0.18863285,1.97114,0.17580128,-0.13186896
0.4859863,1.9952643,0.04156111,2.2529733,0.25059202,-0.27483597
0.48602355,1.9978211,0.17490959,2.0206776,0.18665764,-0.15859067
0.5013456,2.0078597,0.17754856,1.993838,0.17745548,-0.13281482
0.49431938,2.0001771,0.19772857,1.9691979,0.16892673,-0.12477263
0.4822205,2.0005488,0.065329105,2.2412095,0.24565445,-0.27266145
0.48925906,2.0011384,0.123037875,2.128078,0.21301,-0.2114345
0.49758977,2.009938,0.08031532,2.1953058,0.2278882,-0.23727375
0.48482937,2.0001454,0.20225799,1.9292319,0.168508,-0.110042825
0.49060857,2.0018165,0.106576964,2.1806803,0.22408628,-0.23861107
0.48947388,1.9994978,0.17190224,2.0242164,0.18545052,-0.15731135
0.48676744,2.0012877,0.1804021,2.007751,0.18115677,-0.149276
0.48666355,2.0029855,0.044314638,2.2770703,0.25193432,-0.28605166
0.48612636,2.0026836,0.18174061,1.9985478,0.18157685,-0.14582376
0.493961,1.987217,0.1813093,1.9896045,0.18176621,-0.14180799
0.49360842,1.9914514,0.14878544,2.063076,0.1999286,-0.17938758
0.4831795,2.0030787,0.22436558,1.8821261,0.15503085,-0.08293602
0.48675326,2.0011642,0.17945564,2.032214,0.18543616,-0.16329356
0.48790807,2.00115,0.15949754,2.0700922,0.19683988,-0.183487
0.48659152,1.9903969,0.1504709,2.0520637,0.20013931,-0.17669773
0.48923552,1.9910122,0.18536387,1.9892144,0.18061768,-0.14224993
0.4901405,1.9995863,0.11862722,2.121572,0.21148625,-0.20594645
0.489088,1.9935461,0.22559416,1.8976341,0.15594092,-0.0923368
0.49499893,1.9961832,0.20705998,1.9674748,0.16501558,-0.12294895
0.49143595,2.0009172,0.21385139,1.9193196,0.15941425,-0.098800585
0.48495424,2.0033157,0.19674847,1.9603727,0.17154112,-0.12464715
0.4876375,1.9967692,0.17095996,2.0236554,0.18885997,-0.15971848
0.4897141,1.9952179,0.22556527,1.9179499,0.15786862,-0.101330355
0.4835944,2.0006068,0.20421812,1.9537222,0.16825724,-0.121489555
0.4876659,1.9974619,0.17352802,2.0297341,0.18642804,-0.1613585
0.4951789,1.993849,0.13735615,2.08611,0.20307797,-0.1878856
0.48330966,2.0057445,0.21671191,1.9351411,0.16128926,-0.10947902
0.49446478,1.9910585,0.16434383,2.0309563,0.18971412,-0.1609024
0.4886295,1.991747,0.20990768,1.9467024,0.16579549,-0.11781734
0.49244204,1.9994714,0.1299752,2.0734453,0.20532009,-0.18134609
0.49113804,1.9996263,0.088694274,2.1863885,0.22863919,-0.23934692
0.49672025,1.9986936,0.151979,2.0489569,0.19542462,-0.16783836
0.48433435,2.0034957,0.034276426,2.297489,0.2589158,-0.29847696
0.49180615,1.9963206,0.13911916,2.092901,0.20525742,-0.19409005
0.49005637,1.9999408,0.09505646,2.1635497,0.22284418,-0.2268191
0.48956946,1.9977846,0.151815,2.04481,0.19412117,-0.16767138
0.4872384,2.0029533,0.050144687,2.2599144,0.24905616,-0.27785087
0.47916466,1.9921741,0.1955201,1.952169,0.17061883,-0.1209779
0.4899881,2.000731,0.18269211,2.018927,0.18116167,-0.15399556
0.4893788,2.0006745,0.09099613,2.191696,0.22946717,-0.2434174
0.48637113,2.0078692,0.15817793,2.0997117,0.19979529,-0.19757165
0.49061126,1.9971417,0.096110806,2.1609242,0.22604498,-0.22835398
0.49387032,2.0001624,0.20715798,1.9699137,0.16538657,-0.12469351
0.49397588,2.0001736,0.1258085,2.1388488,0.2108801,-0.21389541
0.4894438,2.004018,0.111241356,2.1570015,0.21828821,-0.22481717
0.49695024,2.0047784,0.09482661,2.1632483,0.22332945,-0.22453976
0.49840233,1.9927745,0.20012663,1.9627347,0.16901228,-0.12217613
0.49095953,2.0003376,0.15788504,2.0638666,0.19396755,-0.17721027
0.4904189,1.990754,0.15097126,2.0673714,0.19922777,-0.1822919
0.48428774,1.9963404,0.038529053,2.2717156,0.25596148,-0.2869163
0.48649308,2.0054202,0.21858272,1.9009907,0.1583167,-0.09245321
0.49677658,1.9957162,0.16746002,2.0319998,0.1848319,-0.15587102
0.48794222,1.9958788,0.1472758,2.0714238,0.2010397,-0.18465106
0.48656094,2.0009322,0.16474913,2.011607,0.18668835,-0.15013596
0.47946608,2.004567,0.009167984,2.3598049,0.2760094,-0.33393335
0.48497748,2.0010958,0.17489433,2.0063157,0.1842016,-0.14946586
0.4897424,1.9986293,0.09637219,2.170161,0.22644006,-0.2332519
0.48387605,1.9949629,0.07366766,2.2103324,0.24132529,-0.25863814
0.5157201,2.0378084,0.27265158,1.8921499,0.12673602,-0.06526679
0.48979902,1.9983406,0.11670701,2.1053543,0.21288477,-0.19927928
0.4868289,1.9917338,0.19430593,1.9780719,0.17191172,-0.1316753
0.49127725,1.9977431,0.115879774,2.1159596,0.2117165,-0.20276652
0.49149594,1.9986529,0.1485318,2.070428,0.19814016,-0.18000215
0.48913786,1.999856,0.1355743,2.1061802,0.20680788,-0.2006486
0.49146467,1.990516,0.22566712,1.9156084,0.15586063,-0.099701166
0.49040055,1.9960355,0.13761078,2.0790493,0.20211409,-0.18517236
0.49234462,1.9982737,0.16269404,2.0452766,0.19124316,-0.16794276
0.49197024,1.9938117,0.18559198,1.9898981,0.17780256,-0.13859822
0.4855448,1.999897,0.1617423,2.0626302,0.19501297,-0.17966048
0.49968904,2.002692,0.2132038,1.9302921,0.15822354,-0.09928414
0.48833752,1.9941369,0.17280906,2.023566,0.18725102,-0.15945266
0.4857118,1.9973912,0.19390713,2.0151792,0.1805193,-0.15472944
0.48968494,2.002711,0.05904825,2.240888,0.2443136,-0.2676924
0.48943138,2.001396,0.15345246,2.0589058,0.19501102,-0.17496419
0.49288553,1.994156,0.1799984,2.0169592,0.18361475,-0.15417287
0.4890686,1.9996642,0.1819843,2.0350904,0.18291672,-0.1624459
0.498277,1.9906207,0.21969195,1.9298306,0.15740657,-0.10318119
0.48975945,2.0007463,0.14359066,2.068581,0.19963168,-0.17991704
0.4841951,2.0035388,0.089597374,2.1855557,0.23139527,-0.24227147
0.49356338,1.9953502,0.13245885,2.1046019,0.20762654,-0.19872677
0.49214885,1.998302,0.110795066,2.113327,0.21385388,-0.20142272
0.48725748,2.0009394,0.1786645,2.0085888,0.18196721,-0.14979933
0.488832,2.0017643,0.17433093,1.9961426,0.18218113,-0.1422544
0.48843145,1.9998381,0.16590315,2.0450447,0.19026728,-0.1689844
0.49485165,1.9898323,0.16254868,2.0273962,0.19118781,-0.15994571
0.49046278,2.001457,0.14920583,2.0654895,0.19610727,-0.17730114
0.49297962,1.9980015,0.16147415,2.0234222,0.18933734,-0.1562911
0.49190548,1.9977666,0.10636374,2.1589067,0.2204903,-0.22569904
0.4911297,2.0032952,0.16556874,2.0440335,0.18809679,-0.1654619
0.48868316,2.001965,0.18010598,1.988024,0.17590232,-0.13386352
0.48999047,1.9938306,0.1538742,2.0484207,0.19671667,-0.17250136
0.49065608,1.9957527,0.1354757,2.0477023,0.19874579,-0.16741191
0.4927588,1.9943815,0.13806099,2.0723445,0.20271458,-0.18256795
0.48475644,1.9959322,0.20464459,1.9602813,0.17019221,-0.12685117
0.48403203,1.9987532,0.019426003,2.299113,0.25970665,-0.2959336
0.48959666,1.9925283,0.16150904,2.0581238,0.19541062,-0.17806025
0.49289843,2.0001388,0.16317308,2.0527952,0.18955156,-0.16943015
0.49084234,1.9986037,0.12799564,2.0928378,0.20578958,-0.1912154
0.49988574,2.0079284,0.13322145,2.0643997,0.19766474,-0.1690129
0.4911982,2.0024552,0.15447411,2.0786588,0.1968963,-0.1848997
0.4959829,1.9972849,0.099661574,2.1085453,0.21343684,-0.19463629
0.48569632,1.9987663,0.20830558,1.9520397,0.1654883,-0.11947603
0.4935037,1.9979876,0.109826624,2.1412408,0.218265,-0.21678872
0.51504076,2.025255,0.25915232,1.8830618,0.13576308,-0.067445576
0.485863,2.0018342,0.049568698,2.2614365,0.2498779,-0.2794984
0.4854097,2.005297,0.12752952,2.113805,0.21125835,-0.20414057
0.48817965,2.0014646,0.18586129,2.0096679,0.17965087,-0.14996937
0.48876017,1.997288,0.1349513,2.0818534,0.20411357,-0.18739618
0.48604476,1.9988741,0.066070676,2.2254322,0.2418231,-0.26187727
0.4908756,1.9974958,0.13428694,2.0809164,0.20223956,-0.1850335
0.48955846,2.0007496,0.19885111,1.9584734,0.16978629,-0.12254159
0.48411173,1.9944161,0.21358643,1.9235973,0.16287187,-0.106533885
0.49020112,1.9988635,0.15438695,2.0501919,0.19310628,-0.16990748
0.48830646,1.9874674,0.18792868,1.9860532,0.17901911,-0.14104936
0.4843567,2.000237,0.18527517,1.9872898,0.17815265,-0.1392254
0.48759058,1.9974778,0.16894308,2.019263,0.18687797,-0.15567432
0.49167258,1.9902443,0.18452278,1.9795694,0.17952184,-0.1366766
0.4888589,1.9990523,0.13610388,2.1140165,0.20867866,-0.20595384
0.48754677,2.0017226,0.18498638,2.0153155,0.18129158,-0.15372156
