node1.weight[0],node1.bias[0],node2.weight[0],node2.bias[0],edge1->2.weight[0],edge1->2.bias[0]
0.48112097,1.9998002,0.21609735,1.9292507,0.16383669,-0.109326854
0.48774225,1.9975379,0.18827127,1.9815447,0.17612904,-0.13541533
0.48727977,1.9975567,0.20020345,1.9546728,0.16973847,-0.12218316
0.485668,1.9967061,0.21949328,1.9080443,0.1597898,-0.099000506
0.49563637,1.9934999,0.19727176,1.9982672,0.17211084,-0.14028628
0.4840532,2.0005085,0.20033483,1.98151,0.1722512,-0.13550946
0.49009693,1.9997691,0.16871807,2.0542443,0.1909408,-0.17379627
0.48954925,1.9937348,0.13208431,2.055381,0.20057106,-0.17130552
0.4898976,1.9985154,0.14756352,2.0468605,0.19656494,-0.16898727
0.49353677,1.9939686,0.14204633,2.0794053,0.19954908,-0.18366402
0.4930776,1.9995277,0.18308523,2.013474,0.1788377,-0.14871293
0.48903725,1.994935,0.18120748,2.0065262,0.18074402,-0.14874125
0.49109134,2.0016448,0.11556855,2.1526303,0.21666476,-0.22252572
0.48625877,2.0025918,0.18577623,1.9873314,0.18038952,-0.14094836
0.48805904,1.9961152,0.18104781,1.990437,0.18261571,-0.14280804
0.48946124,1.9906394,0.22871147,1.8803014,0.15322861,-0.08329447
0.48911807,1.9941006,0.10861024,2.106815,0.21429569,-0.1991197
0.48846194,2.0007243,0.06201853,2.2306006,0.2425257,-0.2630638
0.49092895,1.996041,0.12061155,2.0859427,0.20762658,-0.18745206
0.49219203,1.9912251,0.17723759,1.9918299,0.1827336,-0.14231065
0.48181856,1.9815979,0.21924838,1.9089272,0.16023757,-0.10160958
0.48601952,2.0018985,0.17662886,2.0409374,0.1865488,-0.16704407
0.48863715,1.9941913,0.08177671,2.1696005,0.22939852,-0.23129174
0.49305174,1.9971253,0.09759937,2.1415882,0.22332501,-0.21802707
0.48817098,2.0038793,0.20321417,1.9227083,0.16579278,-0.103492685
0.48883832,1.9998643,0.067628905,2.218922,0.23768945,-0.255453
0.49004543,1.9990463,0.093772426,2.1650264,0.22356741,-0.22777218
0.4909686,1.9963557,0.16703185,2.0275354,0.1865847,-0.15777175
0.48494637,1.9966671,0.22147483,1.9194754,0.15864366,-0.103235535
0.488114,1.9989201,0.17114802,2.0111468,0.18388149,-0.1499569
0.48561135,1.9967114,0.20323126,1.9648566,0.16964245,-0.12737283
0.48935583,2.0033214,0.046436295,2.258855,0.24916027,-0.2760213
0.4882265,1.9907726,0.15841283,2.0347047,0.19404674,-0.16610922
0.48512372,2.0016558,0.17055482,2.0226998,0.18806362,-0.1583961
0.49262255,1.995989,0.14424685,2.083183,0.20242508,-0.18868992
0.4909832,1.9950101,0.117837176,2.074904,0.20678209,-0.1805573
0.4909354,1.9942847,0.115298554,2.090426,0.20888415,-0.18896857
0.49281222,2.000407,0.11720915,2.1463523,0.21437427,-0.21784829
0.4868443,2.000334,0.18046016,2.0125744,0.18161532,-0.15192036
0.48971486,2.0002995,0.21270281,1.936548,0.16095418,-0.10865176
0.49768433,2.0010555,0.1329199,2.100923,0.20223334,-0.19065973
0.4902962,1.9896363,0.18830855,2.010403,0.1790784,-0.15052319
0.4876418,1.9967887,0.13296485,2.0849962,0.20691772,-0.19095579
0.48381573,1.999998,0.046503976,2.2757227,0.25646353,-0.2914026
0.50077295,2.0033283,0.16912232,2.01085,0.18456838,-0.14554857
0.48981312,1.9999899,0.15879521,2.045005,0.1914929,-0.1675111
0.49033156,1.9982027,0.10008547,2.1699762,0.22393742,-0.23201181
0.49760693,2.0235705,0.33466524,1.7162184,0.10066261,0.014747314
0.4880398,2.0009756,0.063107595,2.236514,0.24120435,-0.26482987
0.48707977,1.9934969,0.22401859,1.9223533,0.15738851,-0.10356704
0.48788625,1.9869549,0.2109826,1.928756,0.16272713,-0.107917234
0.48434684,2.008157,0.19788696,2.0135932,0.17872113,-0.15342128
0.49105927,2.0011618,0.1537526,2.0808945,0.19771716,-0.18650103
0.49666592,2.0069199,0.07642235,2.179688,0.2275988,-0.22927561
0.48775905,1.9958308,0.13150364,2.069844,0.20564888,-0.18237802
0.48861492,1.9988477,0.09675351,2.1726308,0.22603601,-0.23435722
0.49127293,1.9976844,0.1460836,2.081698,0.20127587,-0.18785787
0.49060965,1.9990754,0.1028762,2.155092,0.22023888,-0.22310062
0.49153203,2.0052679,0.25612652,1.8472052,0.13800105,-0.06067249
0.49684125,2.001348,0.18883818,1.9751713,0.17015722,-0.123041876
0.49273813,2.001397,0.17532799,2.0147707,0.1811465,-0.14911683
0.48835647,2.0042393,0.2230513,1.8813456,0.15465564,-0.081493765
0.48844478,1.9979355,0.15136686,2.082993,0.20038696,-0.18989705
0.5001801,1.9987427,0.17076927,2.0145106,0.185295,-0.14946917
0.48681968,1.9892441,0.22716144,1.8986087,0.15610898,-0.09306091
0.48818278,2.0066833,0.19371772,1.9555368,0.17029202,-0.11900069
0.48643833,1.9947133,0.16701517,2.0336754,0.18942273,-0.1644948
0.48782498,1.9983747,0.14699295,2.0659125,0.19830564,-0.17902339
0.4897434,2.0013278,0.11588913,2.142069,0.2154107,-0.21735114
0.4874969,2.0033817,0.16021545,2.0632985,0.19461383,-0.17865142
0.5085434,2.0227418,0.23890011,1.921644,0.141494,-0.084835395
0.4920103,1.9981462,0.1823212,2.0073628,0.17827758,-0.14592345
0.48702958,1.9959737,0.15585157,2.046156,0.1948461,-0.17075491
0.49590793,1.9885175,0.18057537,1.994378,0.17984346,-0.14049348
0.49019316,1.9989638,0.14144967,2.0652585,0.19998595,-0.17813367
0.48988134,2.0013618,0.143901,2.078497,0.19994602,-0.18483175
0.49061167,2.0021966,0.11920005,2.1563458,0.2172898,-0.22589639
0.48660135,2.0026016,0.20006052,1.9539833,0.16880625,-0.12021899
0.48902962,2.0062056,0.27572167,1.7990339,0.12756675,-0.035210937
0.48909894,2.0035198,0.11460537,2.1528883,0.2179688,-0.22383372
0.49346367,2.0028489,0.1790672,1.996767,0.1788829,-0.14009097
0.4899128,2.0039973,0.12456973,2.1309016,0.21115977,-0.21129714
0.48694995,1.9995285,0.19352558,2.0044956,0.17743464,-0.1477801
0.49419934,2.0094707,0.26600987,1.8223463,0.13453193,-0.046607323
0.48960575,1.9947772,0.19512236,1.9559033,0.1708878,-0.121484555
0.48454854,1.9905,0.21162677,1.93029,0.16291107,-0.10903649
0.50921917,2.0010352,0.22431271,1.9448967,0.15485561,-0.10521442
0.49024314,2.0009928,0.13582411,2.0929499,0.20340684,-0.19163513
0.48975146,1.9998441,0.22469881,1.9266319,0.15678105,-0.10275712
0.48890424,2.002894,0.07063225,2.2341084,0.24122205,-0.26570258
0.5029813,2.0028605,0.19590509,1.993876,0.16900295,-0.13228877
0.4884581,1.9976566,0.22720009,1.9030995,0.15887293,-0.09712644
0.4931189,1.990872,0.15307918,2.0415835,0.19400655,-0.1657449
0.4901445,2.0008373,0.13013925,2.102417,0.20605096,-0.19635123
0.49607092,1.9875454,0.21266551,1.9207277,0.16274062,-0.1033829
0.48307517,1.9938698,0.23863605,1.8701305,0.14732282,-0.07695833
0.4850046,2.0009463,0.20813206,1.9733844,0.16845652,-0.13137142
0.48987213,1.9968076,0.08710228,2.1894891,0.2337974,-0.24550928
0.49064597,1.9981971,0.1305421,2.1121814,0.20838158,-0.20271415
0.49185294,1.9984939,0.12950312,2.1264277,0.21042053,-0.21005383
0.48023295,2.0088081,0.20002124,1.9441829,0.1737119,-0.11964435
0.4871995,1.9983423,0.16249806,2.015034,0.18751366,-0.1520917
0.48571014,1.9919784,0.18626854,1.9788157,0.17958744,-0.1380379
0.4951681,1.9888307,0.16950622,2.015239,0.18831167,-0.1545863
0.48795372,1.996759,0.17212388,2.0158486,0.18656698,-0.1547375
0.48864532,1.9952812,0.13762474,2.0567636,0.19882171,-0.17208768
0.48840907,1.9961642,0.15543067,2.0534797,0.19583401,-0.17453253
0.48595574,1.9980419,0.16732155,2.0236976,0.18783909,-0.15803039
0.49598154,1.9975675,0.14424407,2.107148,0.20179078,-0.19741735
0.48315644,2.0029495,0.20740376,2.0102386,0.17421047,-0.15065534
0.49201888,1.9995147,0.15437391,2.0466251,0.19301184,-0.16764234
0.49183348,1.9991916,0.118894204,2.109114,0.21131766,-0.19982728
0.49030644,1.9998996,0.1197304,2.1249754,0.21161944,-0.20779364
0.4875099,2.0026252,0.21343294,1.9143683,0.16329281,-0.1014827
0.49257576,1.9931462,0.2203399,1.9092865,0.15967199,-0.09728488
0.4896917,1.9922979,0.19816875,1.9799006,0.17287147,-0.13488995
0.48772252,1.9992673,0.18606527,1.9740841,0.17769253,-0.13296476
0.4865723,2.0000398,0.2278191,1.8892047,0.15412867,-0.08702137
0.4891394,1.9996108,0.07844585,2.206634,0.23432377,-0.25053072
0.4884306,1.9978687,0.16989483,2.0164943,0.18582994,-0.15365873
0.49008745,2.0033748,0.15162948,2.0824625,0.19789597,-0.18693008
0.4872323,1.9986252,0.13228017,2.0937057,0.20799594,-0.195443
0.48910487,2.000304,0.14872828,2.0336425,0.19355863,-0.16060655
0.48670816,1.9921725,0.14180827,2.069788,0.20469046,-0.18615162
0.49097294,1.9987612,0.20402068,1.984611,0.17008547,-0.13505068
0.5107198,2.036262,0.2840196,1.8196952,0.12726088,-0.037754778
0.49244666,1.9936966,0.17824067,2.0117478,0.18489274,-0.15258816
0.4878185,1.9999875,0.12341398,2.1276388,0.2139955,-0.21271496
0.4875685,1.9960866,0.14379807,2.0498567,0.19872189,-0.17164448
0.48764485,2.0030034,0.16061649,2.065247,0.19485292,-0.18004528
0.4862675,1.9985199,0.17577752,2.0121083,0.18393967,-0.15266766
0.48977342,1.998037,0.12777632,2.098953,0.20793642,-0.19581354
0.4871266,2.002161,0.18031141,1.9872468,0.1799535,-0.13867778
0.4875971,1.9978241,0.17910087,1.9792607,0.18156332,-0.13608095
0.493923,1.9911534,0.19414087,1.9497565,0.17234355,-0.11856445
0.4876299,1.9990366,0.0874358,2.1895273,0.23156825,-0.24382766
0.48752928,1.9935223,0.21476652,1.9141884,0.16080478,-0.099069245
0.49133775,2.0025697,0.20399335,1.9491768,0.16458234,-0.11380319
0.49187005,1.998338,0.13209271,2.066207,0.20298189,-0.17786935
0.4915223,1.9906905,0.20200795,1.9562876,0.16917276,-0.12237417
0.48887864,1.9969078,0.12650295,2.0911674,0.20842993,-0.1926438
0.48935494,1.9934206,0.20899585,1.9539981,0.16505978,-0.11976013
0.49033266,1.9995655,0.18461978,2.010163,0.17892161,-0.14874801
0.4864751,1.9987979,0.20937753,1.9393957,0.16629294,-0.114535816
0.49289966,1.9918369,0.17602938,1.9947773,0.18298964,-0.14338005
0.49168402,1.9906292,0.2018984,1.9783547,0.17128983,-0.1332733
0.49136,1.9992104,0.1348254,2.0992424,0.20571548,-0.19575354
0.4801866,2.0070648,0.22117803,1.9354031,0.16197401,-0.111615464
0.4897709,1.9916761,0.10343215,2.119898,0.21594049,-0.20450519
0.48451033,2.0044496,0.19972157,1.9836054,0.173801,-0.13721073
0.4836827,2.004893,0.18423828,2.004674,0.18071012,-0.1483244
0.48575157,1.9969467,0.21329115,1.9459348,0.16469833,-0.117718436
0.4877674,1.9984239,0.08857855,2.190477,0.23198196,-0.24506846
0.48803514,1.998664,0.15137134,2.0659766,0.19835919,-0.1807148
0.4895161,2.0002005,0.1683888,2.0496373,0.19047987,-0.17130756
0.49244326,2.0063553,0.18477213,2.0221195,0.1804448,-0.15220353
0.490667,1.9987416,0.104806006,2.1407363,0.21749014,-0.2152421
0.49144137,1.9988797,0.19086656,2.0017247,0.17462656,-0.14268494
0.4894289,1.9999216,0.20387259,1.9423065,0.16604178,-0.11182733
0.48760512,1.998104,0.17277175,2.0068822,0.18358542,-0.14843097
0.49294865,1.9970174,0.16811082,2.0445461,0.1887024,-0.16682148
0.4874757,1.9995035,0.17432058,2.0302215,0.18719313,-0.16193108
0.48807254,1.9974569,0.1813977,2.0043383,0.1802224,-0.147354
0.49085325,2.0011735,0.13987003,2.0965815,0.20271197,-0.1936313
0.49207303,1.9895656,0.201597,1.9589788,0.16855328,-0.12274116
0.49195623,2.0000408,0.17786574,2.028577,0.18282624,-0.15650982
0.48946142,1.9985135,0.07399739,2.1987267,0.23278648,-0.24447887
0.5001149,2.0019846,0.15390344,2.042406,0.1940223,-0.16345908
0.490972,2.0004885,0.15580684,2.0546749,0.19266349,-0.17148103
0.49058315,1.9917854,0.21320505,1.9359758,0.16182302,-0.11033023
0.48879227,1.992437,0.1760681,1.9853113,0.18284306,-0.13919277
0.4958049,1.9959068,0.12114467,2.1098561,0.21283989,-0.20146428
0.4890205,2.006032,0.19846936,1.9508991,0.16953136,-0.11826029
0.4887654,1.9995545,0.17221865,2.0269628,0.18559241,-0.15876655
0.4882528,1.9992102,0.17456362,1.9942393,0.18143964,-0.14071262
0.49093103,1.9956977,0.12857583,2.0925293,0.20784959,-0.19230193
0.48684108,1.9822422,0.22392368,1.899811,0.1569896,-0.095070906
0.49650994,1.9962726,0.23785111,1.8963854,0.14843881,-0.08651254
0.4913845,1.997715,0.12901646,2.0863705,0.20472747,-0.18773983
0.48655966,2.0028884,0.21617289,1.9502687,0.1615475,-0.11485793
0.48936585,1.9992623,0.15456657,2.0539885,0.19504866,-0.17326912
0.48988703,1.9998555,0.14344466,2.0728326,0.19971609,-0.18200725
0.48726222,1.9912391,0.20063767,1.9520514,0.16837488,-0.120611966
0.4898088,1.9987005,0.08295135,2.1844044,0.22867116,-0.23736687
0.49155924,1.9980582,0.118233904,2.135187,0.21453974,-0.2140192
0.49384618,2.0008984,0.1936464,2.0022173,0.17420182,-0.14143401
0.48726755,1.9968363,0.1939229,1.9801483,0.17568304,-0.13528115
0.4887738,1.9999567,0.071773484,2.2160127,0.23649183,-0.254436
0.49044174,1.9942832,0.14668664,2.092308,0.2042903,-0.1960557
0.48268497,1.9922047,0.20057884,1.9338858,0.16897337,-0.11280353
0.48572087,1.9998186,0.156634,2.0368397,0.19337045,-0.1652737
0.4924101,1.9879559,0.20299822,1.9371192,0.1689597,-0.11442727
0.49016714,1.9988697,0.106879205,2.1432061,0.21741374,-0.21694408
0.4895635,1.9861302,0.20523156,1.9736719,0.17104621,-0.13298053
0.48487845,2.0004177,0.078536525,2.2213225,0.23913674,-0.261998
0.487163,1.9953446,0.16797394,2.0100877,0.18660437,-0.15100911
0.49196994,1.9963493,0.1937685,1.9744756,0.17191699,-0.12904443
0.49140382,1.9959893,0.15483993,2.0716639,0.19897227,-0.18399334
0.5029546,2.0011563,0.23756343,1.938504,0.1493295,-0.10244624
0.49050725,2.0028124,0.13769287,2.101936,0.20388009,-0.1962771
0.48815003,2.0002096,0.15000324,2.0750818,0.2000704,-0.1857839
0.48700488,1.9882796,0.23736884,1.8526819,0.14920709,-0.07106794
0.49095145,1.9916705,0.17935291,1.9891179,0.18185726,-0.14105082
0.49344227,1.9922814,0.14999387,2.0571718,0.19757998,-0.17512465
0.4832673,1.9979864,0.18149139,1.9900823,0.17958458,-0.14055
0.48966697,2.0044503,0.12982003,2.1185417,0.20810452,-0.20493877
0.48621115,1.9902757,0.16706492,2.0132775,0.19054073,-0.15665486
0.48616645,2.00155,0.1860787,1.9988393,0.17791393,-0.1443618
0.49148935,1.9991246,0.16501555,1.9929051,0.1833367,-0.13724928
0.49589854,1.9921608,0.17960998,2.0175753,0.18112315,-0.15116303
0.4861783,1.9996771,0.119568914,2.1276896,0.2163853,-0.21397182
0.4935366,2.001159,0.1513767,2.0568736,0.19268703,-0.17010179
0.48918465,2.0015476,0.08258301,2.2064695,0.23208058,-0.2495644
0.49623787,1.9967071,0.1656104,2.0520716,0.18839858,-0.16815472
0.48928827,1.9995054,0.1137391,2.1429386,0.21783495,-0.21936797
0.50413364,2.0082543,0.22666618,1.9143999,0.15293548,-0.090154834
0.48881584,1.9912581,0.23891252,1.894284,0.1484244,-0.08739539
0.48613974,1.9964435,0.19464794,1.9590409,0.17246538,-0.12500615
0.48965988,1.9990723,0.10451539,2.1532476,0.21937151,-0.22237563
0.4881754,2.0008595,0.18769917,1.9881907,0.1768264,-0.13891888
0.49631625,1.9973664,0.18204364,1.9670103,0.17827766,-0.12654422
0.4886364,1.9983552,0.16049108,2.0615935,0.19436082,-0.17812087
0.48239064,1.9777986,0.27109486,1.8152783,0.13479719,-0.051707424
0.48769432,2.0019078,0.16907051,2.0458071,0.1889534,-0.16913937
0.49107662,2.0010877,0.1543226,2.0615714,0.1938122,-0.17496592
0.4882366,2.0042906,0.21628046,1.9166079,0.1580801,-0.097923085
0.4869595,1.9973958,0.20520487,1.9442763,0.16722485,-0.11692603
0.49295765,1.9965905,0.13278562,2.1023064,0.20669918,-0.19704114
0.48191458,2.0103776,0.18418336,2.007287,0.18304482,-0.15126535
0.4955665,2.0012581,0.12877682,2.1041794,0.20200512,-0.19006348
0.48689437,2.0095263,0.1596508,2.055992,0.19427073,-0.17338878
0.4880213,1.9986712,0.05779144,2.2294831,0.24127617,-0.26053727
0.4946832,1.9913087,0.2015847,1.9495082,0.17044497,-0.11867559
0.48599243,2.0014713,0.12378819,2.1051934,0.2112285,-0.20005855
0.49181604,1.9974873,0.1091252,2.1487274,0.21954404,-0.22139381
0.4866532,2.0036147,0.19941351,1.9751757,0.17054817,-0.13088852
0.48873103,2.00088,0.13719521,2.0893865,0.20450173,-0.19082779
0.4900659,1.9989234,0.1577196,2.0390434,0.19146128,-0.16447212
0.4862895,2.0029175,0.1207124,2.1565127,0.22004315,-0.2299075
0.48964247,1.9999574,0.09797689,2.1601357,0.22186571,-0.2255004
0.488097,2.001039,0.08421062,2.2122803,0.23475984,-0.25529626
0.48321003,2.0015087,0.18944007,1.990073,0.17854978,-0.14161032
0.49211422,1.9990777,0.15204656,2.0682518,0.19525738,-0.17821462
0.49524122,2.000529,0.07782225,2.171809,0.22881594,-0.22871752
0.49027377,2.0003572,0.11576192,2.1317844,0.21367736,-0.21125284
0.49066052,1.9996678,0.058855236,2.2318099,0.24122176,-0.26105058
0.48610622,2.0000696,0.19704598,1.9575152,0.17283267,-0.12480874
0.48734978,2.002605,0.1794385,2.0038445,0.1807847,-0.1466831
0.4917632,1.9909254,0.18630579,1.9750011,0.17866066,-0.13437316
0.48472,2.0043805,0.16465977,2.0375767,0.19176397,-0.16662654
0.4893203,1.991482,0.2050372,1.9419296,0.16734666,-0.11610524
0.49570605,1.9989585,0.16040224,2.061065,0.1908845,-0.17262591
0.49057007,1.9895123,0.18945141,1.9811938,0.1775095,-0.13733305
0.48896158,1.9984359,0.15338232,2.0573595,0.1955781,-0.17502365
0.48963362,1.9891069,0.08015059,2.1486719,0.22693625,-0.22028622
0.4927246,1.9973147,0.18618916,2.03336,0.18204443,-0.16125545
0.4831978,1.9948947,0.03031826,2.279165,0.25813803,-0.289752
0.48521167,1.9993057,0.20945063,1.952705,0.165826,-0.120641164
0.4893395,2.0031307,0.16580194,2.0248308,0.18751147,-0.15699115
0.49737188,1.9986647,0.12970144,2.0959575,0.20638615,-0.19173682
0.489297,1.9960079,0.111620635,2.1448932,0.21932763,-0.22130008
0.48419476,1.9943905,0.19383684,1.9526653,0.17587629,-0.124962896
0.48964387,1.9957564,0.1785098,2.0230765,0.18435356,-0.15774581
0.4913869,2.0107203,0.21677127,1.9088626,0.15676658,-0.09152896
0.48895973,2.0035124,0.17758271,1.9944258,0.17996174,-0.14053014
0.4876021,1.9929072,0.21567738,1.9365156,0.16204084,-0.111808866
0.4902376,2.0025215,0.161843,2.0468383,0.19028193,-0.16787203
0.49224746,1.9988223,0.20903756,1.9050713,0.16057847,-0.09184848
0.4839074,1.994531,0.21802557,1.9335332,0.16117874,-0.110893615
0.48701778,1.9963468,0.16684268,2.0539036,0.19196483,-0.17511378
0.486799,2.0055907,0.18716061,1.9647853,0.17736396,-0.12758717
0.4908525,1.9950153,0.12019868,2.1257281,0.21482179,-0.21120337
0.49402362,2.000625,0.15816852,2.096298,0.19690451,-0.19277975
0.4854636,2.0026753,0.18621674,1.985609,0.17660521,-0.1370208
0.4871589,2.0000856,0.20511581,1.942348,0.16565977,-0.112905726
0.4949088,2.0002124,0.090523764,2.1692822,0.22470032,-0.22807457
0.49364775,1.9981732,0.095327735,2.1671743,0.22098494,-0.22542968
0.48950818,1.9998006,0.08248386,2.1913767,0.23023471,-0.24150258
0.48607546,2.0019739,0.17525107,2.0142674,0.18471697,-0.15355556
0.4901396,2.0030465,0.14989859,2.077752,0.19771443,-0.18417719
0.48798862,1.9993212,0.14676373,2.0312507,0.19445305,-0.1598134
0.48007473,1.9984521,0.20656759,1.9459109,0.16886306,-0.11939509
0.49625865,1.9834055,0.24996145,1.8744125,0.14245938,-0.07483367
0.48886,1.997198,0.2025531,1.945338,0.16721262,-0.11609226
0.49011302,2.0001078,0.16429166,2.035182,0.18952577,-0.16310987
0.49106896,1.9951768,0.19420132,1.977459,0.17286967,-0.13221093
0.4896485,1.9912462,0.18793324,1.9698672,0.17702807,-0.13157457
0.48889065,1.9930674,0.2299844,1.8755194,0.1498,-0.07756307
0.49163023,1.9985917,0.122665316,2.1224391,0.21004072,-0.20589343
0.48754728,1.9966894,0.1059127,2.1299129,0.22100127,-0.2141725
0.49241334,2.0042284,0.20808981,1.9458649,0.16112275,-0.109821856
0.48971832,2.0007043,0.15827194,2.0450602,0.1913795,-0.16726246
0.49396223,2.0000184,0.07399243,2.2096272,0.23234855,-0.24742326
0.4889782,2.0036218,0.18366063,1.9643083,0.17450643,-0.123601004
0.4862774,2.0022283,0.18367147,1.9939575,0.17921181,-0.1423505
0.48948622,2.0017092,0.06326847,2.2397869,0.24238758,-0.2668424
0.4888012,1.9939758,0.14570963,2.0560052,0.19938385,-0.17579761
0.48699692,1.9963152,0.049031317,2.242033,0.24780142,-0.2696081
0.49239078,1.9955018,0.16829473,2.0297813,0.18759811,-0.15993562
0.48507696,1.9941549,0.21140307,1.9421542,0.16752902,-0.11785317
0.4865267,1.9985373,0.19348375,1.9859674,0.17479745,-0.13806719
0.4838603,1.999572,0.22055185,1.9270043,0.159097,-0.105995
0.49102402,2.0021405,0.16410463,2.046766,0.19017678,-0.16817886
0.4880913,1.9978962,0.1448035,2.0810504,0.2023155,-0.18890327
0.4932377,1.9944572,0.1740671,2.02446,0.18487336,-0.15668468
0.4885288,2.0006015,0.10033466,2.1751418,0.22422495,-0.23447843
0.48985514,1.9953501,0.105579495,2.1528983,0.22310647,-0.22575897
0.4892626,1.9910027,0.1734542,2.0356212,0.18756819,-0.16438372
0.50552124,1.9899107,0.25509274,1.8749702,0.13881598,-0.07139431
0.49824828,2.0016248,0.20467407,1.9765384,0.16541219,-0.12554243
0.48657498,2.0032077,0.188247,1.9842296,0.17642154,-0.13683447
0.4866397,1.9991934,0.1874267,1.9836391,0.17611055,-0.1362159
0.48747778,1.9839402,0.20913118,1.9578972,0.16584356,-0.12296134
0.49140528,1.9937708,0.15672156,2.0477684,0.1940377,-0.16973817
0.4874861,2.0000327,0.20185871,1.9594548,0.16940665,-0.12407988
0.49030915,1.9961729,0.12643981,2.0751739,0.20538417,-0.18268305
0.49008572,2.0000386,0.16697556,2.044975,0.18948992,-0.16808128
0.4909524,1.9871266,0.20763302,1.9457507,0.1674547,-0.11794178
0.50264794,2.004418,0.18515587,2.06486,0.18083873,-0.17005473
0.47899458,1.9872987,0.2598729,1.8426328,0.13709226,-0.062288
0.4884991,2.0009723,0.16600111,2.0179996,0.18660021,-0.15355402
0.4883701,2.0003612,0.058914945,2.238825,0.24303678,-0.26609623
0.49092293,1.9924752,0.17201272,2.0204706,0.18546967,-0.1559006
0.4854942,2.0013034,0.18504372,2.002587,0.17858742,-0.14639549
0.4896019,1.9961218,0.1213748,2.0926542,0.20895742,-0.19204855
0.48555022,1.9916296,0.17099822,2.0242887,0.18825068,-0.16077974
0.48985603,2.0025814,0.12575063,2.1187978,0.20931007,-0.20490742
0.49643928,1.9964474,0.2168574,1.9333227,0.1605576,-0.107195005
0.48676556,2.0042489,0.17266491,2.0076098,0.18331942,-0.14794217
0.4900013,2.001567,0.113698944,2.1627593,0.22084728,-0.2302813
0.48964563,2.0009136,0.10546681,2.1587763,0.21984196,-0.22529012
0.5037904,2.0123,0.26652172,1.8333237,0.13699226,-0.05310057
0.48431936,2.006146,0.19853553,1.9594278,0.16999114,-0.122378334
0.4854937,1.9944595,0.25773838,1.8251667,0.1393117,-0.054036044
0.49437433,1.9957675,0.104438916,2.166224,0.21959542,-0.22688067
0.48452556,2.003274,0.17779657,1.9949963,0.18150814,-0.14234574
0.49097472,1.9921426,0.122161776,2.0990267,0.21139431,-0.19723402
0.4893469,2.0012257,0.15386006,2.0597389,0.19521813,-0.17558704
0.5005353,2.0024269,0.27389777,1.8191087,0.1318797,-0.045686554
0.49187523,2.0022862,0.1637328,2.0124302,0.18743466,-0.15006982
0.49239346,1.9918258,0.17136516,2.0030062,0.18345806,-0.14505483
0.48703116,2.0006158,0.19328986,1.9969103,0.17758518,-0.14454302
0.5083064,2.011843,0.20760557,1.9577549,0.16259897,-0.11141652
0.4773254,2.0069096,-0.020824552,2.4181576,0.2904109,-0.36262718
0.4875442,1.993324,0.21420762,1.9150667,0.16223346,-0.102236845
0.49081516,2.0046775,0.120945334,2.149942,0.21490315,-0.22136466
0.5024236,1.9997244,0.23353477,1.895966,0.15191199,-0.086509526
0.49486434,1.9938575,0.13073051,2.106951,0.2074523,-0.19853291
0.4901939,2.0019035,0.10223575,2.1819613,0.22500527,-0.23859899
0.48763126,1.9976869,0.16657808,2.0165195,0.18884015,-0.1555422
0.48804864,1.9996713,0.19764772,1.9534025,0.16956148,-0.12020831
0.49008104,2.0011134,0.14997545,2.0612793,0.19585285,-0.17560948
0.4960394,1.9974635,0.14150912,2.083367,0.19922616,-0.18387859
0.4901428,1.9982591,0.09964657,2.1655183,0.22508308,-0.2310199
0.48274836,1.993759,0.23812328,1.8756795,0.14943442,-0.08142449
0.4900044,1.9931537,0.14785746,2.0614028,0.19956067,-0.17848025
0.49759448,2.0037868,0.19280437,1.9699454,0.16653374,-0.118487835
0.48974413,1.9919431,0.15760419,2.0159533,0.1909365,-0.15428059
0.48257765,1.9962834,0.19648336,1.9746101,0.17539436,-0.13547724
0.49116334,2.0019295,0.16416961,2.0498827,0.18916652,-0.16862637
0.48881334,2.0006866,0.1629889,2.021535,0.18916452,-0.15624696
0.4916452,2.000847,0.13780357,2.1305509,0.20851244,-0.21247299
0.48968673,1.9991354,0.18860416,2.00918,0.17762265,-0.14843148
0.48540378,1.9982864,0.11128543,2.1274726,0.21973038,-0.21420005
0.48974103,1.9911058,0.17139655,2.0235753,0.18808752,-0.1597082
0.49719286,1.993555,0.17475778,2.0175865,0.18358567,-0.15093254
0.48780525,2.0003548,0.21762115,1.9509923,0.16255696,-0.118369825
0.4898253,1.9976135,0.06183155,2.2173884,0.23801014,-0.25333068
0.48766682,1.9980018,0.05295141,2.2355804,0.24290016,-0.26334026
0.48763847,1.9993844,0.17818736,2.0037944,0.18158698,-0.14720944
0.48709178,1.9998869,0.04157856,2.2649539,0.2501164,-0.27865294
0.4857681,1.9969223,0.17332199,2.0071168,0.18475622,-0.15039437
0.48812437,1.9949706,0.20720536,1.9458153,0.1667952,-0.11778386
0.4848243,2.0027015,0.18893543,1.97662,0.175402,-0.13289602
0.48542076,2.001174,0.15861966,2.0450423,0.19497061,-0.17117375
0.48909158,2.0019934,0.22878125,1.8925915,0.1530022,-0.087077096
0.4920929,1.9939184,0.19458798,1.9833436,0.17398608,-0.13441692
0.48814964,2.0057392,0.22201192,1.8904557,0.15470174,-0.084677614
0.48661786,1.999677,0.19506708,1.9573141,0.17093506,-0.12198384
0.49063218,2.0015743,0.06539491,2.230143,0.2401302,-0.26106212
0.48910904,1.9994743,0.19107671,1.9879913,0.1748018,-0.13788876
